n,t,v,h
42441,1414.7,426,17
42442,1414.7333333333331,427,17
42443,1414.7666666666669,428,17
42444,1414.8,428,17
42445,1414.833333333333,429,17
42446,1414.8666666666668,429,17
42447,1414.9,430,17
42448,1414.9333333333332,431,17
42449,1414.966666666667,431,17
42450,1415.0,432,17
42451,1415.033333333333,432,17
42452,1415.0666666666668,433,17
42453,1415.1,434,17
42454,1415.1333333333332,435,17
42455,1415.166666666667,435,18
42456,1415.2,436,18
42457,1415.2333333333331,436,18
42458,1415.2666666666669,437,18
42459,1415.3,438,18
42460,1415.333333333333,438,18
42461,1415.3666666666668,439,18
42462,1415.4,440,18
42463,1415.4333333333332,440,18
42464,1415.466666666667,441,18
42465,1415.5,441,18
42466,1415.533333333333,442,18
42467,1415.5666666666668,442,18
42468,1415.6,443,18
42469,1415.6333333333332,443,18
42470,1415.666666666667,444,18
42471,1415.7,445,18
42472,1415.7333333333331,445,18
42473,1415.7666666666669,446,18
42474,1415.8,446,18
42475,1415.833333333333,447,18
42476,1415.8666666666668,447,18
42477,1415.9,448,18
42478,1415.9333333333332,448,18
42479,1415.966666666667,449,18
42480,1416.0,450,19
42481,1416.033333333333,451,19
42482,1416.0666666666668,451,19
42483,1416.1,452,19
42484,1416.1333333333332,453,19
42485,1416.166666666667,453,19
42486,1416.2,454,19
42487,1416.2333333333331,454,19
42488,1416.2666666666669,455,19
42489,1416.3,456,19
42490,1416.333333333333,456,19
42491,1416.3666666666668,457,19
42492,1416.4,457,19
42493,1416.4333333333332,458,19
42494,1416.466666666667,459,19
42495,1416.5,459,19
42496,1416.533333333333,460,19
42497,1416.5666666666668,461,19
42498,1416.6,461,19
42499,1416.6333333333332,462,19
42500,1416.666666666667,462,19
42501,1416.7,463,19
42502,1416.7333333333331,463,19
42503,1416.7666666666669,464,20
42504,1416.8,464,20
42505,1416.833333333333,465,20
42506,1416.8666666666668,466,20
42507,1416.9,467,20
42508,1416.9333333333332,467,20
42509,1416.966666666667,468,20
42510,1417.0,469,20
42511,1417.033333333333,469,20
42512,1417.0666666666668,470,20
42513,1417.1,471,20
42514,1417.1333333333332,471,20
42515,1417.166666666667,472,20
42516,1417.2,473,20
42517,1417.2333333333331,474,20
42518,1417.2666666666669,474,20
42519,1417.3,475,20
42520,1417.333333333333,476,20
42521,1417.3666666666668,476,20
42522,1417.4,477,20
42523,1417.4333333333332,477,20
42524,1417.466666666667,478,20
42525,1417.5,479,21
42526,1417.533333333333,480,21
42527,1417.5666666666668,480,21
42528,1417.6,481,21
42529,1417.6333333333332,482,21
42530,1417.666666666667,482,21
42531,1417.7,483,21
42532,1417.7333333333331,483,21
42533,1417.7666666666669,484,21
42534,1417.8,485,21
42535,1417.833333333333,485,21
42536,1417.8666666666668,486,21
42537,1417.9,487,21
42538,1417.9333333333332,487,21
42539,1417.966666666667,488,21
42540,1418.0,488,21
42541,1418.033333333333,489,21
42542,1418.0666666666668,490,21
42543,1418.1,490,21
42544,1418.1333333333332,491,21
42545,1418.166666666667,492,21
42546,1418.2,492,21
42547,1418.2333333333331,493,21
42548,1418.2666666666669,494,22
42549,1418.3,494,22
42550,1418.333333333333,495,22
42551,1418.3666666666668,496,22
42552,1418.4,497,22
42553,1418.4333333333332,497,22
42554,1418.466666666667,498,22
42555,1418.5,499,22
42556,1418.533333333333,499,22
42557,1418.5666666666668,500,22
42558,1418.6,500,22
42559,1418.6333333333332,501,22
42560,1418.666666666667,502,22
42561,1418.7,503,22
42562,1418.7333333333331,503,22
42563,1418.7666666666669,504,22
42564,1418.8,504,22
42565,1418.833333333333,505,22
42566,1418.8666666666668,505,22
42567,1418.9,506,22
42568,1418.9333333333332,506,22
42569,1418.966666666667,507,23
42570,1419.0,508,23
42571,1419.033333333333,508,23
42572,1419.0666666666668,509,23
42573,1419.1,510,23
42574,1419.1333333333332,510,23
42575,1419.166666666667,511,23
42576,1419.2,511,23
42577,1419.2333333333331,512,23
42578,1419.2666666666669,513,23
42579,1419.3,513,23
42580,1419.333333333333,514,23
42581,1419.3666666666668,515,23
42582,1419.4,515,23
42583,1419.4333333333332,516,23
42584,1419.466666666667,516,23
42585,1419.5,517,23
42586,1419.533333333333,517,23
42587,1419.5666666666668,518,23
42588,1419.6,519,23
42589,1419.6333333333332,520,23
42590,1419.666666666667,520,23
42591,1419.7,521,24
42592,1419.7333333333331,522,24
42593,1419.7666666666669,522,24
42594,1419.8,523,24
42595,1419.833333333333,524,24
42596,1419.8666666666668,525,24
42597,1419.9,525,24
42598,1419.9333333333332,526,24
42599,1419.966666666667,527,24
42600,1420.0,527,24
42601,1420.033333333333,528,24
42602,1420.0666666666668,528,24
42603,1420.1,529,24
42604,1420.1333333333332,529,24
42605,1420.166666666667,530,24
42606,1420.2,531,24
42607,1420.2333333333331,532,24
42608,1420.2666666666669,532,24
42609,1420.3,533,24
42610,1420.333333333333,534,24
42611,1420.3666666666668,534,24
42612,1420.4,535,24
42613,1420.4333333333332,535,25
42614,1420.466666666667,536,25
42615,1420.5,537,25
42616,1420.533333333333,538,25
42617,1420.5666666666668,539,25
42618,1420.6,539,25
42619,1420.6333333333332,540,25
42620,1420.666666666667,541,25
42621,1420.7,541,25
42622,1420.7333333333331,542,25
42623,1420.7666666666669,543,25
42624,1420.8,544,25
42625,1420.833333333333,545,25
42626,1420.8666666666668,545,25
42627,1420.9,546,25
42628,1420.9333333333332,547,25
42629,1420.966666666667,547,25
42630,1421.0,548,25
42631,1421.033333333333,549,26
42632,1421.0666666666668,550,26
42633,1421.1,550,26
42634,1421.1333333333332,551,26
42635,1421.166666666667,552,26
42636,1421.2,552,26
42637,1421.2333333333331,553,26
42638,1421.2666666666669,553,26
42639,1421.3,554,26
42640,1421.333333333333,554,26
42641,1421.3666666666668,555,26
42642,1421.4,556,26
42643,1421.4333333333332,557,26
42644,1421.466666666667,558,26
42645,1421.5,558,26
42646,1421.533333333333,559,26
42647,1421.5666666666668,560,26
42648,1421.6,560,26
42649,1421.6333333333332,561,26
42650,1421.666666666667,562,27
42651,1421.7,563,27
42652,1421.7333333333331,563,27
42653,1421.7666666666669,564,27
42654,1421.8,565,27
42655,1421.833333333333,565,27
42656,1421.8666666666668,566,27
42657,1421.9,567,27
42658,1421.9333333333332,567,27
42659,1421.966666666667,568,27
42660,1422.0,569,27
42661,1422.033333333333,569,27
42662,1422.0666666666668,570,27
42663,1422.1,571,27
42664,1422.1333333333332,571,27
42665,1422.166666666667,572,27
42666,1422.2,572,27
42667,1422.2333333333331,573,27
42668,1422.2666666666669,574,27
42669,1422.3,574,28
42670,1422.333333333333,575,28
42671,1422.3666666666668,576,28
42672,1422.4,576,28
42673,1422.4333333333332,577,28
42674,1422.466666666667,577,28
42675,1422.5,578,28
42676,1422.533333333333,579,28
42677,1422.5666666666668,580,28
42678,1422.6,581,28
42679,1422.6333333333332,581,28
42680,1422.666666666667,582,28
42681,1422.7,583,28
42682,1422.7333333333331,583,28
42683,1422.7666666666669,584,28
42684,1422.8,585,28
42685,1422.833333333333,586,28
42686,1422.8666666666668,587,29
42687,1422.9,587,29
42688,1422.9333333333332,588,29
42689,1422.966666666667,589,29
42690,1423.0,589,29
42691,1423.033333333333,590,29
42692,1423.0666666666668,590,29
42693,1423.1,591,29
42694,1423.1333333333332,592,29
42695,1423.166666666667,593,29
42696,1423.2,593,29
42697,1423.2333333333331,594,29
42698,1423.2666666666669,595,29
42699,1423.3,595,29
42700,1423.333333333333,596,29
42701,1423.3666666666668,596,29
42702,1423.4,597,29
42703,1423.4333333333332,598,29
42704,1423.466666666667,599,29
42705,1423.5,600,30
42706,1423.533333333333,600,30
42707,1423.5666666666668,601,30
42708,1423.6,602,30
42709,1423.6333333333332,603,30
42710,1423.666666666667,603,30
42711,1423.7,604,30
42712,1423.7333333333331,605,30
42713,1423.7666666666669,606,30
42714,1423.8,607,30
42715,1423.833333333333,607,30
42716,1423.8666666666668,608,30
42717,1423.9,609,30
42718,1423.9333333333332,609,30
42719,1423.966666666667,610,30
42720,1424.0,610,30
42721,1424.033333333333,611,30
42722,1424.0666666666668,612,31
42723,1424.1,612,31
42724,1424.1333333333332,613,31
42725,1424.166666666667,614,31
42726,1424.2,614,31
42727,1424.2333333333331,615,31
42728,1424.2666666666669,616,31
42729,1424.3,616,31
42730,1424.333333333333,616,31
42731,1424.3666666666668,616,31
42732,1424.4,618,31
42733,1424.4333333333332,620,31
42734,1424.466666666667,620,31
42735,1424.5,620,31
42736,1424.533333333333,621,31
42737,1424.5666666666668,621,31
42738,1424.6,622,31
42739,1424.6333333333332,624,31
42740,1424.666666666667,624,31
42741,1424.7,625,31
42742,1424.7333333333331,625,31
42743,1424.7666666666669,626,32
42744,1424.8,627,32
42745,1424.833333333333,627,32
42746,1424.8666666666668,628,32
42747,1424.9,629,32
42748,1424.9333333333332,629,32
42749,1424.966666666667,631,32
42750,1425.0,631,32
42751,1425.033333333333,632,32
42752,1425.0666666666668,633,32
42753,1425.1,633,32
42754,1425.1333333333332,634,32
42755,1425.166666666667,635,32
42756,1425.2,635,32
42757,1425.2333333333331,636,32
42758,1425.2666666666669,637,32
42759,1425.3,637,32
42760,1425.333333333333,638,33
42761,1425.3666666666668,639,33
42762,1425.4,639,33
42763,1425.4333333333332,640,33
42764,1425.466666666667,640,33
42765,1425.5,641,33
42766,1425.533333333333,641,33
42767,1425.5666666666668,642,33
42768,1425.6,643,33
42769,1425.6333333333332,644,33
42770,1425.666666666667,645,33
42771,1425.7,646,33
42772,1425.7333333333331,647,33
42773,1425.7666666666669,647,33
42774,1425.8,648,33
42775,1425.833333333333,649,33
42776,1425.8666666666668,650,34
42777,1425.9,651,34
42778,1425.9333333333332,651,34
42779,1425.966666666667,652,34
42780,1426.0,653,34
42781,1426.033333333333,653,34
42782,1426.0666666666668,654,34
42783,1426.1,655,34
42784,1426.1333333333332,655,34
42785,1426.166666666667,656,34
42786,1426.2,657,34
42787,1426.2333333333331,658,34
42788,1426.2666666666669,659,34
42789,1426.3,659,34
42790,1426.333333333333,660,34
42791,1426.3666666666668,661,34
42792,1426.4,661,34
42793,1426.4333333333332,662,34
42794,1426.466666666667,663,35
42795,1426.5,664,35
42796,1426.533333333333,665,35
42797,1426.5666666666668,666,35
42798,1426.6,666,35
42799,1426.6333333333332,667,35
42800,1426.666666666667,668,35
42801,1426.7,669,35
42802,1426.7333333333331,669,35
42803,1426.7666666666669,671,35
42804,1426.8,671,35
42805,1426.833333333333,672,35
42806,1426.8666666666668,673,35
42807,1426.9,674,35
42808,1426.9333333333332,675,36
42809,1426.966666666667,675,36
42810,1427.0,676,36
42811,1427.033333333333,677,36
42812,1427.0666666666668,678,36
42813,1427.1,679,36
42814,1427.1333333333332,679,36
42815,1427.166666666667,680,36
42816,1427.2,681,36
42817,1427.2333333333331,681,36
42818,1427.2666666666669,682,36
42819,1427.3,683,36
42820,1427.333333333333,683,36
42821,1427.3666666666668,684,36
42822,1427.4,685,36
42823,1427.4333333333332,686,36
42824,1427.466666666667,686,36
42825,1427.5,687,37
42826,1427.533333333333,688,37
42827,1427.5666666666668,688,37
42828,1427.6,689,37
42829,1427.6333333333332,690,37
42830,1427.666666666667,691,37
42831,1427.7,692,37
42832,1427.7333333333331,692,37
42833,1427.7666666666669,693,37
42834,1427.8,694,37
42835,1427.833333333333,695,37
42836,1427.8666666666668,696,37
42837,1427.9,696,37
42838,1427.9333333333332,697,37
42839,1427.966666666667,698,37
42840,1428.0,699,38
42841,1428.033333333333,700,38
42842,1428.0666666666668,700,38
42843,1428.1,701,38
42844,1428.1333333333332,702,38
42845,1428.166666666667,702,38
42846,1428.2,703,38
42847,1428.2333333333331,704,38
42848,1428.2666666666669,705,38
42849,1428.3,705,38
42850,1428.333333333333,706,38
42851,1428.3666666666668,707,38
42852,1428.4,707,38
42853,1428.4333333333332,708,38
42854,1428.466666666667,708,38
42855,1428.5,709,38
42856,1428.533333333333,709,38
42857,1428.5666666666668,711,38
42858,1428.6,711,39
42859,1428.6333333333332,712,39
42860,1428.666666666667,713,39
42861,1428.7,714,39
42862,1428.7333333333331,714,39
42863,1428.7666666666669,715,39
42864,1428.8,716,39
42865,1428.833333333333,716,39
42866,1428.8666666666668,718,39
42867,1428.9,719,39
42868,1428.9333333333332,720,39
42869,1428.966666666667,720,39
42870,1429.0,721,39
42871,1429.033333333333,722,39
42872,1429.0666666666668,723,39
42873,1429.1,724,40
42874,1429.1333333333332,725,40
42875,1429.166666666667,726,40
42876,1429.2,727,40
42877,1429.2333333333331,727,40
42878,1429.2666666666669,728,40
42879,1429.3,729,40
42880,1429.333333333333,729,40
42881,1429.3666666666668,730,40
42882,1429.4,731,40
42883,1429.4333333333332,732,40
42884,1429.466666666667,733,40
42885,1429.5,733,40
42886,1429.533333333333,734,40
42887,1429.5666666666668,735,40
42888,1429.6,735,41
42889,1429.6333333333332,736,41
42890,1429.666666666667,736,41
42891,1429.7,737,41
42892,1429.7333333333331,738,41
42893,1429.7666666666669,739,41
42894,1429.8,740,41
42895,1429.833333333333,740,41
42896,1429.8666666666668,741,41
42897,1429.9,742,41
42898,1429.9333333333332,743,41
42899,1429.966666666667,744,41
42900,1430.0,744,41
42901,1430.033333333333,745,41
42902,1430.0666666666668,746,42
42903,1430.1,747,42
42904,1430.1333333333332,748,42
42905,1430.166666666667,749,42
42906,1430.2,750,42
42907,1430.2333333333331,751,42
42908,1430.2666666666669,752,42
42909,1430.3,752,42
42910,1430.333333333333,753,42
42911,1430.3666666666668,755,42
42912,1430.4,755,42
42913,1430.4333333333332,756,42
42914,1430.466666666667,757,42
42915,1430.5,758,43
42916,1430.533333333333,759,43
42917,1430.5666666666668,760,43
42918,1430.6,760,43
42919,1430.6333333333332,761,43
42920,1430.666666666667,762,43
42921,1430.7,763,43
42922,1430.7333333333331,764,43
42923,1430.7666666666669,765,43
42924,1430.8,765,43
42925,1430.833333333333,766,43
42926,1430.8666666666668,767,43
42927,1430.9,767,43
42928,1430.9333333333332,768,43
42929,1430.966666666667,769,43
42930,1431.0,770,44
42931,1431.033333333333,771,44
42932,1431.0666666666668,772,44
42933,1431.1,773,44
42934,1431.1333333333332,774,44
42935,1431.166666666667,774,44
42936,1431.2,775,44
42937,1431.2333333333331,776,44
42938,1431.2666666666669,777,44
42939,1431.3,778,44
42940,1431.333333333333,779,44
42941,1431.3666666666668,780,44
42942,1431.4,781,44
42943,1431.4333333333332,781,45
42944,1431.466666666667,782,45
42945,1431.5,783,45
42946,1431.533333333333,784,45
42947,1431.5666666666668,785,45
42948,1431.6,786,45
42949,1431.6333333333332,786,45
42950,1431.666666666667,787,45
42951,1431.7,788,45
42952,1431.7333333333331,789,45
42953,1431.7666666666669,789,45
42954,1431.8,790,45
42955,1431.833333333333,791,45
42956,1431.8666666666668,792,45
42957,1431.9,792,46
42958,1431.9333333333332,793,46
42959,1431.966666666667,794,46
42960,1432.0,794,46
42961,1432.033333333333,795,46
42962,1432.0666666666668,795,46
42963,1432.1,796,46
42964,1432.1333333333332,797,46
42965,1432.166666666667,798,46
42966,1432.2,799,46
42967,1432.2333333333331,800,46
42968,1432.2666666666669,800,46
42969,1432.3,801,46
42970,1432.333333333333,802,46
42971,1432.3666666666668,803,46
42972,1432.4,803,46
42973,1432.4333333333332,804,47
42974,1432.466666666667,805,47
42975,1432.5,806,47
42976,1432.533333333333,807,47
42977,1432.5666666666668,808,47
42978,1432.6,809,47
42979,1432.6333333333332,810,47
42980,1432.666666666667,810,47
42981,1432.7,811,47
42982,1432.7333333333331,812,47
42983,1432.7666666666669,813,47
42984,1432.8,814,47
42985,1432.833333333333,815,48
42986,1432.8666666666668,816,48
42987,1432.9,817,48
42988,1432.9333333333332,818,48
42989,1432.966666666667,819,48
42990,1433.0,820,48
42991,1433.033333333333,821,48
42992,1433.0666666666668,822,48
42993,1433.1,823,48
42994,1433.1333333333332,823,48
42995,1433.166666666667,824,48
42996,1433.2,825,48
42997,1433.2333333333331,826,48
42998,1433.2666666666669,827,49
42999,1433.3,827,49
43000,1433.333333333333,828,49
43001,1433.3666666666668,829,49
43002,1433.4,830,49
43003,1433.4333333333332,831,49
43004,1433.466666666667,832,49
43005,1433.5,833,49
43006,1433.533333333333,834,49
43007,1433.5666666666668,835,49
43008,1433.6,835,49
43009,1433.6333333333332,836,49
43010,1433.666666666667,838,50
43011,1433.7,838,50
43012,1433.7333333333331,839,50
43013,1433.7666666666669,840,50
43014,1433.8,841,50
43015,1433.833333333333,842,50
43016,1433.8666666666668,842,50
43017,1433.9,843,50
43018,1433.9333333333332,844,50
43019,1433.966666666667,845,50
43020,1434.0,846,50
43021,1434.033333333333,847,50
43022,1434.0666666666668,847,50
43023,1434.1,848,51
43024,1434.1333333333332,849,51
43025,1434.166666666667,850,51
43026,1434.2,850,51
43027,1434.2333333333331,851,51
43028,1434.2666666666669,853,51
43029,1434.3,853,51
43030,1434.333333333333,854,51
43031,1434.3666666666668,855,51
43032,1434.4,856,51
43033,1434.4333333333332,857,51
43034,1434.466666666667,857,51
43035,1434.5,858,51
43036,1434.533333333333,859,51
43037,1434.5666666666668,860,52
43038,1434.6,861,52
43039,1434.6333333333332,862,52
43040,1434.666666666667,863,52
43041,1434.7,864,52
43042,1434.7333333333331,865,52
43043,1434.7666666666669,866,52
43044,1434.8,866,52
43045,1434.833333333333,867,52
43046,1434.8666666666668,869,52
43047,1434.9,869,52
43048,1434.9333333333332,870,52
43049,1434.966666666667,871,53
43050,1435.0,872,53
43051,1435.033333333333,873,53
43052,1435.0666666666668,873,53
43053,1435.1,874,53
43054,1435.1333333333332,875,53
43055,1435.166666666667,876,53
43056,1435.2,877,53
43057,1435.2333333333331,878,53
43058,1435.2666666666669,878,53
43059,1435.3,879,53
43060,1435.333333333333,880,53
43061,1435.3666666666668,881,53
43062,1435.4,882,53
43063,1435.4333333333332,882,54
43064,1435.466666666667,884,54
43065,1435.5,884,54
43066,1435.533333333333,885,54
43067,1435.5666666666668,886,54
43068,1435.6,887,54
43069,1435.6333333333332,888,54
43070,1435.666666666667,888,54
43071,1435.7,889,54
43072,1435.7333333333331,890,54
43073,1435.7666666666669,891,54
43074,1435.8,892,54
43075,1435.833333333333,893,55
43076,1435.8666666666668,893,55
43077,1435.9,894,55
43078,1435.9333333333332,895,55
43079,1435.966666666667,896,55
43080,1436.0,896,55
43081,1436.033333333333,897,55
43082,1436.0666666666668,898,55
43083,1436.1,899,55
43084,1436.1333333333332,900,55
43085,1436.166666666667,901,55
43086,1436.2,902,55
43087,1436.2333333333331,903,55
43088,1436.2666666666669,903,56
43089,1436.3,904,56
43090,1436.333333333333,905,56
43091,1436.3666666666668,906,56
43092,1436.4,907,56
43093,1436.4333333333332,908,56
43094,1436.466666666667,909,56
43095,1436.5,909,56
43096,1436.533333333333,910,56
43097,1436.5666666666668,911,56
43098,1436.6,912,56
43099,1436.6333333333332,912,56
43100,1436.666666666667,914,56
43101,1436.7,915,57
43102,1436.7333333333331,916,57
43103,1436.7666666666669,917,57
43104,1436.8,918,57
43105,1436.833333333333,919,57
43106,1436.8666666666668,920,57
43107,1436.9,921,57
43108,1436.9333333333332,922,57
43109,1436.966666666667,923,57
43110,1437.0,924,57
43111,1437.033333333333,925,57
43112,1437.0666666666668,926,58
43113,1437.1,927,58
43114,1437.1333333333332,928,58
43115,1437.166666666667,929,58
43116,1437.2,930,58
43117,1437.2333333333331,931,58
43118,1437.2666666666669,932,58
43119,1437.3,933,58
43120,1437.333333333333,934,58
43121,1437.3666666666668,935,58
43122,1437.4,936,58
43123,1437.4333333333332,936,58
43124,1437.466666666667,937,59
43125,1437.5,938,59
43126,1437.533333333333,939,59
43127,1437.5666666666668,940,59
43128,1437.6,941,59
43129,1437.6333333333332,942,59
43130,1437.666666666667,943,59
43131,1437.7,944,59
